48.9
49.4
48.9
48.3
48.3
48.9
48.3
49.4
49.4
48.3
48.9
48.9
49.9
48.9
49.4
49.4
48.9
48.9
49.4
48.9
48.3
48.3
48.9
49.4
48.9
48.3
49.4
48.3
48.9
51.0
51.5
49.9
48.9
48.3
48.9
48.9
47.8
49.4
53.7
55.8
55.8
53.7
56.4
57.5
54.2
52.6
50.5
50.5
51.5
50.5
50.5
49.9
