46.2
45.6
46.2
46.2
46.2
46.7
46.7
47.2
47.2
47.2
47.2
46.2
47.2
46.2
47.2
47.2
47.2
47.2
48.3
47.2
48.3
47.2
47.8
47.2
47.8
47.2
47.8
47.8
47.2
49.4
49.4
49.9
50.5
53.7
55.3
57.5
58.5
54.8
52.1
51.5
50.5
50.5
50.5
49.9
49.9
49.4
49.4
49.4
49.4
49.9
48.3
